Vehicle_Model,Maintenance_History,Reported_Issues,Vehicle_Age,Odometer_Reading,Days_Since_Last_Service,Last_Service_Date,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Truck,Average,2,4,15556,567.00,12-10-2023,5,2,16.12339607,Good,Worn Out,Good,1
Bus,Good,2,1,66807,692.00,09-06-2023,8,0,10.00427187,Worn Out,New,New,0
Bus,Average,3,10,80332,485.00,02-01-2024,1,3,18.1036388,New,Good,Weak,1
Truck,Good,5,2,148868,671.00,30-06-2023,1,0,14.79058744,Worn Out,Good,Good,1
Motorcycle,Poor,5,7,130400,518.00,30-11-2023,4,2,18.50903292,Good,New,Weak,1
Van,Good,4,4,63035,726.00,06-05-2023,4,1,16.69057247,Good,Worn Out,New,1
Bus,Poor,2,4,72980,560.00,19-10-2023,2,3,15.07952005,Good,Worn Out,New,1
Car,Good,5,8,108340,559.00,20-10-2023,4,0,10.2378294,New,Worn Out,New,1
SUV,Good,0,7,42999,545.00,03-11-2023,5,1,10.2970924,New,Good,Weak,1
Bus,Poor,2,9,17702,725.00,07-05-2023,10,3,12.25287737,Good,Worn Out,Good,1
Car,Good,0,5,68660,442.00,14-02-2024,4,3,15.12592001,Worn Out,New,Weak,1
Car,Poor,3,3,138166,549.00,30-10-2023,9,1,14.35136589,New,Worn Out,Good,1
Car,Good,4,8,33533,620.00,20-08-2023,8,0,17.99978413,New,Worn Out,Weak,1
Truck,Average,3,6,46944,470.00,17-01-2024,6,3,12.64034176,New,Worn Out,Good,1
SUV,Average,2,5,105678,541.00,07-11-2023,3,3,10.50728691,Good,Good,Weak,1
Bus,Average,5,5,53514,589.00,20-09-2023,9,2,18.44964767,Good,Good,Weak,1
SUV,Good,2,1,49881,450.00,06-02-2024,1,1,10.08657812,Good,New,New,0
SUV,Average,2,4,64444,753.00,09-04-2023,10,1,19.40832464,Worn Out,New,Weak,1
Van,Good,5,5,14827,735.00,27-04-2023,5,0,19.47870221,New,Worn Out,Good,1
Truck,Average,1,5,97995,696.00,05-06-2023,5,0,11.14008254,Good,New,Weak,1
SUV,Average,4,2,127299,619.00,21-08-2023,8,1,18.82537738,Worn Out,Good,Good,1
SUV,Average,2,1,5089,729.00,03-05-2023,3,3,16.61300836,New,Good,Good,0
Car,Good,0,9,148821,759.00,03-04-2023,6,0,17.82390464,Good,Worn Out,Weak,1
Bus,Average,2,1,93869,688.00,13-06-2023,4,0,18.26287136,Good,New,Weak,1
Motorcycle,Poor,5,6,85828,656.00,15-07-2023,3,3,17.80538658,Good,Worn Out,Weak,1
Car,Average,1,7,116281,655.00,16-07-2023,10,3,17.73616958,Good,Worn Out,New,1
Bus,Poor,4,9,109030,758.00,04-04-2023,5,3,13.24848651,New,Good,Weak,1
Van,Good,5,1,11097,656.00,15-07-2023,4,2,19.29433226,New,Worn Out,New,1
Bus,Good,2,4,38668,597.00,12-09-2023,8,3,19.75896921,Worn Out,New,Good,1
Truck,Good,5,7,25042,756.00,06-04-2023,9,2,18.67100927,Good,Good,New,1
Truck,Average,1,3,99465,468.00,19-01-2024,1,3,11.75075763,New,Worn Out,Good,1
Truck,Good,4,2,42039,735.00,27-04-2023,6,1,18.82129094,Worn Out,Worn Out,Good,1
Bus,Good,2,5,95935,639.00,01-08-2023,8,1,12.16355694,New,Good,Weak,1
Truck,Average,5,5,107090,761.00,01-04-2023,8,0,18.75408437,Good,New,Good,1
SUV,Good,5,2,70272,531.00,17-11-2023,3,1,11.92260302,Good,Worn Out,Good,1
Van,Poor,0,10,29319,696.00,05-06-2023,1,0,15.35943703,New,New,Good,0
Van,Average,3,3,131376,739.00,23-04-2023,8,2,17.7296762,Good,Good,Good,1
Bus,Poor,4,10,8769,568.00,11-10-2023,4,2,10.23771883,New,Good,Weak,1
Bus,Average,2,8,117297,621.00,19-08-2023,10,1,14.3965529,New,New,New,0
Bus,Average,4,9,108106,512.00,06-12-2023,10,0,16.03896379,New,Worn Out,New,1
Truck,Average,1,1,33301,458.00,29-01-2024,3,0,19.13514682,Worn Out,New,Weak,1
Bus,Poor,4,6,128589,504.00,14-12-2023,3,0,18.21931022,Worn Out,Worn Out,Good,1
SUV,Good,1,5,22336,523.00,25-11-2023,5,2,18.32102564,New,Worn Out,Good,1
Van,Average,0,8,81081,486.00,01-01-2024,1,0,17.91744828,Good,Good,Good,0
SUV,Average,0,2,82139,735.00,27-04-2023,7,0,11.90633262,New,New,New,0
SUV,Average,5,3,91147,439.00,17-02-2024,8,3,16.80075797,Good,Worn Out,Good,1
Van,Poor,0,2,117238,470.00,17-01-2024,7,2,19.36711268,Worn Out,New,Weak,1
Car,Poor,1,7,108962,487.00,31-12-2023,8,1,19.90755086,Good,Worn Out,Good,1
Bus,Poor,0,1,45397,716.00,16-05-2023,4,0,15.78362855,Good,Worn Out,New,1
SUV,Poor,3,2,106260,718.00,14-05-2023,7,1,19.96607616,New,New,New,1
Truck,Poor,3,4,55999,637.00,03-08-2023,8,3,11.27343243,New,Good,Weak,1
Bus,Poor,0,9,73351,501.00,17-12-2023,8,1,16.69274548,Worn Out,New,Good,0
Motorcycle,Good,5,2,120880,752.00,10-04-2023,6,1,12.00996357,Good,New,Weak,1
Motorcycle,Average,5,8,136921,565.00,14-10-2023,9,0,17.67732172,Worn Out,New,New,1
Bus,Average,1,9,73969,598.00,11-09-2023,3,2,10.03312657,Good,Good,Weak,1
Truck,Average,3,3,41005,655.00,16-07-2023,5,2,10.4668649,Worn Out,Good,New,1
Van,Good,3,5,134892,684.00,17-06-2023,4,3,13.90890614,New,New,Good,0
SUV,Average,4,10,130536,676.00,25-06-2023,5,2,19.3764929,New,Good,Weak,1
Bus,Poor,4,9,26460,504.00,14-12-2023,10,3,14.8965752,New,New,Weak,1
Bus,Average,4,9,84742,597.00,12-09-2023,3,1,10.16581784,New,Worn Out,New,1
Truck,Poor,2,7,89046,503.00,15-12-2023,2,2,17.06319127,New,New,Weak,1
Motorcycle,Poor,2,9,101839,477.00,10-01-2024,6,3,19.76885138,Good,Worn Out,Weak,1
Car,Good,3,2,5701,442.00,14-02-2024,7,2,19.86134309,New,Worn Out,New,1
Truck,Good,2,8,74085,714.00,18-05-2023,9,2,10.38275951,Good,Good,Weak,1
Truck,Average,1,5,56095,444.00,12-02-2024,1,3,17.63829845,Good,Worn Out,New,1
Car,Poor,2,5,98896,570.00,09-10-2023,6,3,11.33652015,Worn Out,New,Good,1
Bus,Poor,2,7,125006,454.00,02-02-2024,10,2,19.87096454,New,Worn Out,Good,1
Truck,Average,0,9,91292,761.00,01-04-2023,2,0,16.06676216,New,New,New,0
SUV,Good,0,7,95479,571.00,08-10-2023,10,2,17.4971875,Good,Worn Out,Weak,1
Truck,Good,1,6,10517,620.00,20-08-2023,6,1,12.83926373,Good,Good,Good,0
Car,Average,2,5,62701,641.00,30-07-2023,5,2,18.64752422,Good,Good,Good,0
Truck,Good,0,1,60525,567.00,12-10-2023,9,2,10.13951747,Worn Out,Worn Out,Weak,1
Truck,Poor,4,8,33793,584.00,25-09-2023,9,2,17.02605887,Good,New,New,1
Bus,Average,4,6,58020,556.00,23-10-2023,9,0,19.78155767,Good,Good,Weak,1
Truck,Poor,5,9,112081,515.00,03-12-2023,9,0,10.48461258,Worn Out,Worn Out,New,1
Van,Poor,3,2,2584,710.00,22-05-2023,4,1,13.03884951,New,New,New,1
Truck,Poor,4,5,112684,504.00,14-12-2023,10,2,11.62621259,Good,Good,Good,1
Truck,Good,5,3,35930,699.00,02-06-2023,8,3,19.01029519,Good,Worn Out,New,1
Truck,Good,0,10,63991,641.00,30-07-2023,7,3,17.31117649,Worn Out,Worn Out,New,1
SUV,Average,5,2,147849,550.00,29-10-2023,9,1,15.28161731,Worn Out,Worn Out,New,1
SUV,Poor,4,10,147674,475.00,12-01-2024,2,2,19.04850821,New,Worn Out,New,1
Truck,Average,1,4,55301,719.00,13-05-2023,8,2,16.91684156,Worn Out,Worn Out,Good,1
SUV,Average,5,10,98068,524.00,24-11-2023,4,0,10.65078625,Worn Out,Good,Good,1
Truck,Good,4,2,91076,716.00,16-05-2023,9,0,18.15926213,New,Good,Weak,1
Truck,Poor,3,5,62998,461.00,26-01-2024,2,0,18.75509982,Worn Out,Good,Good,1
SUV,Poor,0,10,47160,549.00,30-10-2023,3,2,19.00587755,Worn Out,Good,New,0
SUV,Average,2,7,127652,430.00,26-02-2024,4,1,16.95343161,New,Worn Out,Weak,1
Motorcycle,Poor,3,3,9063,573.00,06-10-2023,2,1,18.9762628,Worn Out,Worn Out,Good,1
Van,Good,0,2,47816,551.00,28-10-2023,1,1,12.53329,Good,New,Weak,1
SUV,Average,4,10,16085,603.00,06-09-2023,8,1,10.94150317,New,New,Weak,1
SUV,Poor,3,6,110283,562.00,17-10-2023,3,3,13.52114025,Worn Out,Good,Weak,1
Car,Poor,2,10,109016,689.00,12-06-2023,9,2,14.41130187,Good,Good,Weak,1
SUV,Good,1,10,35989,433.00,23-02-2024,8,3,17.72584364,New,Good,Good,1
Bus,Good,2,9,23120,522.00,26-11-2023,6,0,15.4285517,Good,Good,Weak,1
Car,Average,2,4,23606,555.00,24-10-2023,6,3,16.87528782,Worn Out,Good,Good,0
Van,Poor,2,2,62641,433.00,23-02-2024,5,2,13.93493345,Worn Out,New,Weak,1
Bus,Good,0,10,80469,707.00,25-05-2023,7,0,13.55710193,Good,Worn Out,Good,1
Motorcycle,Poor,2,2,104957,660.00,11-07-2023,3,0,12.72330114,Worn Out,Worn Out,Weak,1
Bus,Good,1,6,10250,497.00,21-12-2023,3,1,12.55303373,New,New,Weak,1
Car,Poor,1,8,30061,545.00,03-11-2023,5,2,17.05042018,Good,Worn Out,New,1
Motorcycle,Average,5,4,107696,463.00,24-01-2024,6,1,15.91842959,Good,New,New,1
Bus,Good,2,7,45077,548.00,31-10-2023,8,0,15.21774512,Worn Out,New,Weak,1
Bus,Poor,4,5,63910,477.00,10-01-2024,3,3,19.77153294,New,Good,New,1
SUV,Good,2,4,97109,438.00,18-02-2024,9,3,11.73577588,Worn Out,New,New,1
Van,Average,0,7,114538,454.00,02-02-2024,4,2,16.84272255,Worn Out,Worn Out,Weak,1
Van,Average,4,6,101220,602.00,07-09-2023,8,3,10.75582675,Good,New,New,1
Car,Good,3,4,128940,705.00,27-05-2023,3,3,10.36283838,Good,New,Good,0
Car,Poor,5,3,68028,558.00,21-10-2023,10,3,10.08515555,New,New,New,1
Bus,Average,5,8,36304,552.00,27-10-2023,6,3,19.89251352,Good,New,New,1
Truck,Poor,2,5,94803,740.00,22-04-2023,1,3,11.23968141,New,Good,New,1
SUV,Good,2,6,139956,727.00,05-05-2023,9,3,17.27800454,Worn Out,New,Weak,1
Motorcycle,Good,3,10,5712,534.00,14-11-2023,6,0,12.77890281,New,Worn Out,New,1
Van,Average,5,1,108436,533.00,15-11-2023,10,1,11.00661399,Good,New,New,1
Van,Good,4,4,37680,568.00,11-10-2023,6,3,15.81920469,Worn Out,New,New,1
Truck,Good,2,7,102636,740.00,22-04-2023,10,2,17.97955561,Worn Out,New,New,1
Car,Good,1,2,123616,652.00,19-07-2023,10,0,17.3002588,New,Good,New,0
Car,Good,0,5,9622,534.00,14-11-2023,9,0,18.0924021,Good,New,Good,0
Van,Average,3,4,4833,447.00,09-02-2024,4,0,13.57493219,Good,Worn Out,Weak,1
SUV,Poor,5,10,13587,547.00,01-11-2023,5,2,13.73840335,Worn Out,New,Weak,1
Truck,Average,2,6,125736,500.00,18-12-2023,9,0,18.81926159,Worn Out,Good,New,0
SUV,Good,3,2,8995,477.00,10-01-2024,9,3,11.79268826,Good,New,New,1
Van,Average,3,6,131561,580.00,29-09-2023,4,0,10.82903991,Worn Out,New,Weak,1
SUV,Average,5,2,50403,539.00,09-11-2023,2,0,18.22881796,Good,New,Weak,1
Motorcycle,Poor,5,10,112435,584.00,25-09-2023,9,2,11.97084652,New,Worn Out,Good,1
Motorcycle,Poor,3,3,137881,524.00,24-11-2023,5,2,18.37688644,Good,New,Weak,1
Truck,Good,2,10,91796,662.00,09-07-2023,4,3,19.15163127,New,Good,Good,0
Van,Good,1,8,79408,727.00,05-05-2023,10,2,11.89571582,New,New,Weak,1
SUV,Average,4,8,68074,474.00,13-01-2024,2,1,13.25406186,Good,Good,Good,1
Van,Good,2,2,62795,497.00,21-12-2023,4,1,10.04942777,Good,Good,Weak,1
Truck,Good,1,1,37993,608.00,01-09-2023,1,0,12.01947632,Worn Out,New,New,0
Truck,Average,1,2,55537,759.00,03-04-2023,1,0,18.45647951,New,Worn Out,New,1
Car,Poor,3,1,122346,553.00,26-10-2023,2,3,14.277355,Worn Out,Good,New,1
Motorcycle,Good,4,7,112932,528.00,20-11-2023,8,1,11.48564724,New,Worn Out,New,1
Motorcycle,Average,2,6,24540,719.00,13-05-2023,4,0,15.83636359,Good,Good,New,0
Bus,Average,3,3,23357,753.00,09-04-2023,9,0,18.9524259,New,New,New,1
Bus,Poor,5,10,136458,702.00,30-05-2023,2,3,16.02873021,New,Good,New,1
Bus,Poor,4,1,120727,589.00,20-09-2023,9,3,17.92998537,Worn Out,New,New,1
Car,Poor,3,4,110235,471.00,16-01-2024,1,3,18.8171233,Good,New,New,1
Van,Poor,2,4,44001,646.00,25-07-2023,2,1,13.15198687,Good,Worn Out,Good,1
Van,Good,0,7,14977,519.00,29-11-2023,10,3,15.85686897,Good,Good,Good,1
Bus,Good,2,10,8338,526.00,22-11-2023,10,1,13.08831165,New,New,Weak,1
Van,Average,4,8,75743,692.00,09-06-2023,10,3,12.57588116,Good,New,New,1
Motorcycle,Good,1,5,44151,524.00,24-11-2023,3,3,19.68156523,Worn Out,New,Good,0
Car,Average,5,6,39734,488.00,30-12-2023,5,2,18.29752815,Good,Good,New,1
Truck,Good,1,3,38015,569.00,10-10-2023,7,2,19.03112384,Worn Out,New,Good,0
Truck,Average,4,3,2760,748.00,14-04-2023,7,0,16.58334206,Worn Out,New,New,1
SUV,Average,1,8,6242,632.00,08-08-2023,10,3,14.4903136,New,New,New,1
Bus,Average,1,6,135441,460.00,27-01-2024,3,3,18.9938353,Worn Out,Good,New,0
Van,Good,3,2,83814,588.00,21-09-2023,7,0,10.42703111,New,Good,Good,0
Truck,Good,3,3,141620,431.00,25-02-2024,10,0,10.82192287,Worn Out,New,Good,0
Car,Poor,5,7,129422,468.00,19-01-2024,1,1,14.96552512,Worn Out,New,New,1
Truck,Poor,0,1,34398,751.00,11-04-2023,1,1,12.9392863,Worn Out,New,New,0
Car,Good,5,7,102228,591.00,18-09-2023,10,3,11.40390209,New,Good,New,1
Van,Good,5,7,36569,485.00,02-01-2024,1,1,14.94568133,Good,Good,Weak,1
Van,Good,2,9,111528,506.00,12-12-2023,7,0,13.88468592,Good,Worn Out,Weak,1
SUV,Average,1,4,44477,483.00,04-01-2024,3,2,18.87159666,New,New,Weak,1
Bus,Good,5,1,24960,641.00,30-07-2023,4,3,13.07348928,New,New,Good,1
Van,Good,5,9,140290,552.00,27-10-2023,6,0,12.45779609,Worn Out,New,Good,1
Car,Poor,0,5,113266,592.00,17-09-2023,6,1,13.03212016,New,Good,New,0
Motorcycle,Average,0,2,11276,658.00,13-07-2023,5,1,16.86694023,Worn Out,Worn Out,Weak,1
Truck,Good,4,5,19350,729.00,03-05-2023,5,3,15.03768442,Worn Out,Worn Out,Weak,1
Bus,Poor,5,5,18275,628.00,12-08-2023,10,0,15.84014012,Worn Out,New,Weak,1
Bus,Good,3,10,86258,695.00,06-06-2023,5,3,17.95670984,Good,New,New,0
Truck,Poor,5,1,40210,498.00,20-12-2023,4,0,19.47941864,New,Worn Out,Weak,1
SUV,Poor,5,8,35326,477.00,10-01-2024,7,2,12.57543305,New,Worn Out,New,1
SUV,Poor,3,3,67738,448.00,08-02-2024,4,2,12.28243115,Worn Out,Good,Good,1
Car,Poor,4,10,76140,761.00,01-04-2023,8,2,15.10930403,New,New,Good,1
Bus,Poor,3,3,84173,551.00,28-10-2023,10,3,19.6637628,Worn Out,New,Good,1
SUV,Average,2,10,19005,684.00,17-06-2023,6,3,18.3745749,Worn Out,New,Weak,1
Car,Poor,2,8,135692,610.00,30-08-2023,8,3,15.69293305,Worn Out,Worn Out,Good,1
Car,Poor,1,1,105988,568.00,11-10-2023,5,3,13.51652188,New,New,Weak,1
Car,Good,1,10,126066,604.00,05-09-2023,2,0,19.51780337,New,Worn Out,Good,1
Truck,Good,0,2,8269,470.00,17-01-2024,5,3,19.4436249,New,Worn Out,Weak,1
Motorcycle,Average,0,5,127705,485.00,02-01-2024,4,2,17.99470096,Good,Good,Good,0
Motorcycle,Poor,2,3,91160,701.00,31-05-2023,2,0,13.19225592,New,Good,Weak,1
Motorcycle,Average,3,5,54396,453.00,03-02-2024,8,0,16.79389829,Good,Worn Out,Weak,1
Car,Good,4,10,28158,615.00,25-08-2023,3,1,12.34311494,Worn Out,Worn Out,Good,1
SUV,Average,3,5,112697,665.00,06-07-2023,8,1,12.58942757,New,New,New,1
Car,Poor,2,1,13930,689.00,12-06-2023,5,1,18.82537066,Good,Good,New,1
Motorcycle,Poor,5,1,132405,622.00,18-08-2023,7,3,10.43852996,Worn Out,Worn Out,New,1
Car,Poor,4,1,70255,743.00,19-04-2023,4,1,11.27917708,New,Good,Weak,1
Truck,Good,1,7,7136,670.00,01-07-2023,6,2,10.61653273,New,Good,Weak,1
Bus,Good,4,1,111518,512.00,06-12-2023,6,2,17.26789748,Good,Worn Out,New,1
Truck,Poor,5,2,29178,715.00,17-05-2023,8,2,11.7901658,Worn Out,New,Good,1
Motorcycle,Good,5,5,100611,686.00,15-06-2023,10,3,10.66804123,Good,New,Weak,1
Motorcycle,Good,3,3,38136,564.00,15-10-2023,4,3,15.88835008,Worn Out,Worn Out,New,1
Car,Average,2,7,28818,607.00,02-09-2023,9,3,10.51622911,Good,New,Weak,1
Motorcycle,Poor,0,2,15730,758.00,04-04-2023,8,0,16.68333707,New,Good,Weak,1
Truck,Poor,1,6,21008,723.00,09-05-2023,3,3,19.08050955,New,Worn Out,Weak,1
Motorcycle,Average,4,1,143050,754.00,08-04-2023,6,2,13.0115367,New,New,New,1
Truck,Poor,5,6,29414,590.00,19-09-2023,10,0,16.56503084,Good,Good,Weak,1
Van,Good,5,10,123064,447.00,09-02-2024,2,3,16.15718614,New,New,Good,1
Motorcycle,Good,5,6,122188,564.00,15-10-2023,6,3,12.44911729,Worn Out,Good,Good,1
Bus,Good,1,6,15151,465.00,22-01-2024,1,2,17.69140643,Good,Good,Weak,1
Van,Good,2,1,109837,758.00,04-04-2023,7,1,12.4735095,New,Good,Good,0
SUV,Average,2,10,25648,548.00,31-10-2023,5,1,19.5737071,Worn Out,New,Good,0
Truck,Average,2,8,60374,563.00,16-10-2023,4,2,17.04853794,New,Worn Out,New,1
Car,Poor,0,10,41661,606.00,03-09-2023,9,2,16.98676693,Worn Out,Good,New,1
Van,Good,0,7,84385,554.00,25-10-2023,1,3,19.34788307,Good,New,New,0
SUV,Average,0,3,2359,614.00,26-08-2023,1,1,14.39495689,Worn Out,Good,Weak,1
Bus,Poor,1,7,49347,616.00,24-08-2023,10,0,18.05711572,Good,Good,Weak,1
SUV,Poor,3,1,148110,576.00,03-10-2023,3,3,17.25995723,Worn Out,New,Weak,1
SUV,Poor,4,5,114277,601.00,08-09-2023,7,0,13.64991264,Good,Worn Out,Weak,1
Van,Poor,3,7,14507,720.00,12-05-2023,2,1,14.78638148,Worn Out,Good,New,1
Car,Poor,1,3,4540,752.00,10-04-2023,9,0,12.85198143,Worn Out,Good,New,0
Truck,Poor,4,5,27460,761.00,01-04-2023,7,0,13.80464704,Worn Out,New,New,1
Bus,Poor,2,7,53453,476.00,11-01-2024,6,0,17.61656944,New,Good,Good,1
SUV,Good,5,9,17267,598.00,11-09-2023,1,0,14.35038087,Good,Good,Weak,1
Van,Good,1,10,5832,437.00,19-02-2024,9,0,17.6066503,Worn Out,Worn Out,New,1
SUV,Good,5,5,34380,673.00,28-06-2023,6,3,19.04563564,Good,Good,New,1
Truck,Average,4,3,2172,430.00,26-02-2024,7,1,19.56862515,New,New,New,1
Bus,Average,3,2,82624,632.00,08-08-2023,1,0,12.51234782,Worn Out,Good,New,1
Van,Good,1,10,78255,729.00,03-05-2023,3,3,15.32902656,New,New,New,0
Truck,Poor,2,2,17726,429.00,27-02-2024,10,3,12.65214863,Good,Good,Good,1
SUV,Good,5,7,57354,685.00,16-06-2023,4,0,16.45876711,Good,New,Good,1
Car,Average,1,9,85102,616.00,24-08-2023,3,3,19.68041225,Good,New,Good,0
Van,Good,1,8,120218,432.00,24-02-2024,3,3,13.29145309,New,Good,Weak,1
Motorcycle,Good,2,6,26063,664.00,07-07-2023,8,0,14.0941107,Worn Out,Good,Good,0
Motorcycle,Poor,5,10,10475,624.00,16-08-2023,2,3,16.80114419,Worn Out,Worn Out,Weak,1
Bus,Poor,3,7,68033,448.00,08-02-2024,5,0,15.75967683,New,New,Weak,1
Truck,Average,3,7,48227,483.00,04-01-2024,5,0,14.63126743,Worn Out,Worn Out,New,1
SUV,Good,0,2,1075,429.00,27-02-2024,2,0,17.69541804,Worn Out,Worn Out,Good,1
Motorcycle,Average,2,4,85816,538.00,10-11-2023,5,3,10.40719119,Good,Worn Out,New,1
Motorcycle,Average,2,7,33152,677.00,24-06-2023,3,3,12.47866381,Good,Worn Out,Good,1
SUV,Poor,5,2,57132,605.00,04-09-2023,4,1,15.6728249,Worn Out,New,New,1
Van,Good,1,1,93956,737.00,25-04-2023,5,3,15.54455036,Good,Good,New,0
Truck,Poor,0,5,46661,668.00,03-07-2023,1,2,15.46193087,Good,New,New,0
Car,Good,2,6,76041,535.00,13-11-2023,5,3,13.69482416,New,Good,New,0
Motorcycle,Average,2,1,28902,742.00,20-04-2023,7,2,16.71729508,Good,New,New,0
Motorcycle,Good,5,2,83025,684.00,17-06-2023,3,0,16.26184722,Worn Out,New,Weak,1
SUV,Average,1,10,102943,490.00,28-12-2023,10,3,10.13524028,Good,New,Good,1
Bus,Poor,2,1,134692,496.00,22-12-2023,4,2,16.62919576,Good,Good,New,1
SUV,Poor,1,4,2869,692.00,09-06-2023,7,0,15.43916459,Worn Out,Worn Out,New,1
Truck,Poor,3,7,132226,510.00,08-12-2023,4,1,12.28399102,New,Worn Out,Good,1
Van,Poor,1,6,49905,636.00,04-08-2023,4,0,12.5667907,Worn Out,Good,Good,0
Motorcycle,Poor,3,2,48552,586.00,23-09-2023,7,3,17.22231626,New,New,Weak,1
Van,Good,0,9,20901,633.00,07-08-2023,5,2,17.48388997,Good,New,Weak,1
SUV,Good,4,1,24286,560.00,19-10-2023,6,1,12.57074485,New,Worn Out,Good,1
Van,Good,1,5,34620,565.00,14-10-2023,3,2,13.48921224,New,Good,Weak,1
Truck,Average,5,1,125944,607.00,02-09-2023,8,2,18.69449144,Worn Out,Good,Weak,1
SUV,Good,2,9,133181,449.00,07-02-2024,3,0,16.32964026,Worn Out,Good,Good,0
Bus,Good,5,5,98257,682.00,19-06-2023,5,1,16.89629106,Worn Out,New,Weak,1
Truck,Poor,5,1,55375,446.00,10-02-2024,1,2,15.9145562,Worn Out,New,Good,1
Car,Average,2,9,49416,706.00,26-05-2023,4,2,13.57263142,New,Worn Out,Good,1
Bus,Average,4,5,24968,536.00,12-11-2023,1,3,17.82930964,Good,Worn Out,Good,1
Truck,Average,3,1,33916,680.00,21-06-2023,3,0,13.34658187,New,Good,New,1
Car,Average,5,3,63801,588.00,21-09-2023,3,1,17.08571551,New,Worn Out,New,1
SUV,Average,3,5,130923,542.00,06-11-2023,10,2,11.37578335,New,Good,Weak,1
Van,Poor,3,4,40805,722.00,10-05-2023,1,2,19.37553466,Worn Out,Good,New,1
SUV,Poor,0,6,9284,461.00,26-01-2024,8,0,11.25672698,Good,Good,Weak,1
Van,Good,3,8,28172,678.00,23-06-2023,8,3,19.54459429,Good,New,New,1
Bus,Average,2,2,75686,743.00,19-04-2023,9,3,16.45865758,New,New,Good,1
Car,Poor,5,3,99094,494.00,24-12-2023,5,3,12.89872184,New,Worn Out,New,1
Truck,Poor,4,4,143250,707.00,25-05-2023,7,1,12.97281453,Worn Out,Good,New,1
Van,Good,4,9,119027,553.00,26-10-2023,8,0,12.84516823,Good,Good,New,1
Car,Poor,3,3,100514,495.00,23-12-2023,7,2,12.005409,Worn Out,New,Good,1
Car,Poor,5,7,99948,543.00,05-11-2023,5,2,16.40110026,New,Worn Out,New,1
SUV,Poor,4,10,63846,517.00,01-12-2023,4,2,10.67419655,New,New,Weak,1
SUV,Good,4,5,34706,706.00,26-05-2023,5,2,18.40860462,Worn Out,New,Weak,1
Motorcycle,Good,1,2,27227,757.00,05-04-2023,5,1,14.25138412,Worn Out,New,Weak,1
Motorcycle,Poor,5,4,49898,651.00,20-07-2023,2,3,14.59683217,New,New,Good,1
Van,Good,4,1,67478,430.00,26-02-2024,4,1,17.76583649,Good,Worn Out,Good,1
Motorcycle,Average,5,7,34812,494.00,24-12-2023,5,2,10.20403337,New,Good,Weak,1
Truck,Average,1,9,69485,622.00,18-08-2023,10,1,16.55702768,Good,Good,New,0
Van,Good,4,2,145886,608.00,01-09-2023,6,3,13.01114721,New,New,Weak,1
SUV,Poor,5,1,21087,630.00,10-08-2023,6,2,11.91381291,Worn Out,Good,Good,1
Bus,Average,1,9,139604,563.00,16-10-2023,5,2,16.5298044,New,New,New,0
Motorcycle,Average,4,3,72412,471.00,16-01-2024,6,1,18.59026049,Worn Out,New,Weak,1
Bus,Poor,4,7,129019,491.00,27-12-2023,6,0,19.12254094,Good,New,Good,1
Motorcycle,Good,0,4,12013,600.00,09-09-2023,4,3,12.55741772,New,New,New,0
Truck,Average,1,9,71615,763.00,30-03-2023,8,2,19.0951745,Good,Worn Out,New,1
Motorcycle,Average,2,7,48328,526.00,22-11-2023,3,1,17.70907331,New,New,New,0
Truck,Good,0,5,117755,618.00,22-08-2023,2,1,12.94210803,Good,New,Good,0
Car,Good,0,6,65364,627.00,13-08-2023,1,3,11.37254661,Worn Out,Worn Out,Good,1
SUV,Good,0,1,28608,490.00,28-12-2023,5,1,16.01003341,Good,New,New,0
Van,Good,5,4,35657,432.00,24-02-2024,3,1,13.69673446,Good,Good,Weak,1
Bus,Average,2,8,96599,713.00,19-05-2023,8,2,18.31182871,Worn Out,Worn Out,Weak,1
Van,Average,5,6,85340,529.00,19-11-2023,3,0,16.32706077,New,Good,Good,1
Car,Poor,3,5,22698,715.00,17-05-2023,10,2,14.73793952,Worn Out,Worn Out,Weak,1
Bus,Average,5,8,72352,502.00,16-12-2023,5,2,19.58456764,Good,New,Weak,1
Car,Good,2,9,53150,651.00,20-07-2023,7,2,14.15260594,Good,Worn Out,Good,1
Truck,Average,5,5,5064,467.00,20-01-2024,5,2,11.26194794,Worn Out,Good,Good,1
Bus,Poor,3,2,28619,664.00,07-07-2023,4,3,12.28798911,Worn Out,Worn Out,New,1
SUV,Good,0,9,63756,477.00,10-01-2024,8,1,19.57461064,Worn Out,Good,New,0
Car,Good,5,8,43836,633.00,07-08-2023,2,2,10.77205285,New,Worn Out,Weak,1
Car,Good,2,10,40660,601.00,08-09-2023,7,1,19.5095781,New,Good,Good,0
Truck,Good,3,2,38096,598.00,11-09-2023,2,1,18.0819112,New,Good,Good,0
Car,Poor,4,4,144704,679.00,22-06-2023,10,2,17.68695526,New,Worn Out,New,1
SUV,Average,5,9,145919,608.00,01-09-2023,4,2,10.33659142,New,Good,New,1
Van,Average,4,5,75937,693.00,08-06-2023,3,1,13.19234209,Worn Out,Worn Out,Weak,1
Bus,Poor,1,9,15737,566.00,13-10-2023,7,1,13.03083491,Worn Out,Worn Out,Good,1
Car,Average,2,7,126043,593.00,16-09-2023,8,1,13.02633015,New,New,New,0
